USPS|GEOID|GEOIDFQ|NAME|LOGRADE|HIGRADE|ALAND|AWATER|ALAND_SQMI|AWATER_SQMI|INTPTLAT|INTPTLONG
CA|0628470|9500000US0628470|Ontario-Montclair School District|KG|08|63262133|0|24.426|0.|34.061936|-117.657467
CA|0628530|9500000US0628530|Orange Center Elementary School District|KG|08|13916252|27727|5.373|0.011|36.675557|-119.77951
CA|0628680|9500000US0628680|Orchard Elementary School District|KG|08|15021100|0|5.8|0.|37.383725|-121.908562
CA|0628710|9500000US0628710|Orcutt Union Elementary School District|KG|08|577877433|114290078|223.12|44.128|34.821785|-120.458974
CA|0628830|9500000US0628830|Orick Elementary School District|KG|08|143548889|1061933|55.425|0.41|41.357296|-124.048654
CA|0628860|9500000US0628860|Orinda Union Elementary School District|KG|08|65789558|3548738|25.401|1.37|37.890049|-122.194801
CA|0628950|9500000US0628950|Oro Grande Elementary School District|KG|06|188234170|1056615|72.678|0.408|34.659913|-117.290005
CA|0629100|9500000US0629100|Oroville City Elementary School District|KG|08|441306795|21815763|170.39|8.423|39.556753|-121.339204
CA|0629160|9500000US0629160|Outside Creek Elementary School District|KG|08|34847226|0|13.455|0.|36.256239|-119.198053
CA|0629220|9500000US0629220|Oxnard Elementary School District|KG|08|63138691|50896052|24.378|19.651|34.210696|-119.232913
CA|0629280|9500000US0629280|Pacheco Union Elementary School District|KG|08|67339832|2469152|26.|0.953|40.508987|-122.29117
CA|0629340|9500000US0629340|Pacific Elementary School District|KG|06|153939220|62567601|59.436|24.157|37.091933|-122.226567
CA|0629400|9500000US0629400|Pacific Union Elementary School District|KG|08|50370324|44038|19.448|0.017|36.612458|-119.759468
CA|0629430|9500000US0629430|Pacific Union Elementary School District|KG|08|39777090|1901933|15.358|0.734|40.891751|-124.111279
CA|0629540|9500000US0629540|Palermo Union Elementary School District|KG|08|177773385|423210|68.639|0.163|39.399052|-121.544741
CA|0629580|9500000US0629580|Palmdale Elementary School District|KG|08|185217151|2125091|71.513|0.821|34.578932|-118.083161
CA|0629670|9500000US0629670|Palo Verde Union Elementary School District|KG|08|127310993|269947|49.155|0.104|36.112364|-119.385131
CA|0629770|9500000US0629770|Panoche Elementary School District|KG|08|878272938|2456|339.103|0.001|36.538696|-120.77347
CA|0629790|9500000US0629790|Paradise Elementary School District|KG|08|16753821|126486|6.469|0.049|37.620022|-121.061977
CA|0630090|9500000US0630090|Peninsula Union Elementary School District|KG|08|10508974|23042|4.058|0.009|40.802903|-124.199776
CA|0630180|9500000US0630180|Perris Elementary School District|KG|06|126798519|41199|48.957|0.016|33.773702|-117.293707
CA|0630230|9500000US0630230|Petaluma City Elementary School District|KG|06|87426986|1809143|33.756|0.699|38.256767|-122.617274
CA|0630390|9500000US0630390|Pine Ridge Elementary School District|KG|08|955681542|17167069|368.991|6.628|37.109862|-118.936965
CA|0630450|9500000US0630450|Piner-Olivet Union Elementary School District|KG|06|35236402|21574|13.605|0.008|38.472569|-122.800695
CA|0630480|9500000US0630480|Pioneer Union Elementary School District|KG|08|600139179|148996|231.715|0.058|38.61638|-120.528305
CA|0630510|9500000US0630510|Pioneer Union Elementary School District|KG|08|45316219|0|17.497|0.|36.360485|-119.699346
CA|0630520|9500000US0630520|Pioneer Union Elementary School District|KG|08|307681683|18316718|118.797|7.072|39.673314|-121.367326
CA|0630630|9500000US0630630|Pixley Union Elementary School District|KG|08|195221705|84940|75.376|0.033|35.971506|-119.330914
CA|0630720|9500000US0630720|Placer Hills Union Elementary School District|KG|08|132964169|1268068|51.338|0.49|39.009155|-120.994857
CA|0630780|9500000US0630780|Placerville Union Elementary School District|KG|08|122035533|624999|47.118|0.241|38.777673|-120.75449
CA|0630810|9500000US0630810|Plainsburg Union Elementary School District|KG|08|129115282|0|49.852|0.|37.185351|-120.340696
CA|0630840|9500000US0630840|Planada Elementary School District|KG|08|123862771|0|47.824|0.|37.318073|-120.271628
CA|0630870|9500000US0630870|Plaza Elementary School District|KG|08|65354413|17206|25.233|0.007|39.702412|-122.093272
CA|0630900|9500000US0630900|Pleasant Grove Joint Union Elementary School District|KG|08|137777279|399030|53.196|0.154|38.816922|-121.49444
CA|0630930|9500000US0630930|Pleasant Ridge Union Elementary School District|KG|08|238226449|1844745|91.98|0.712|39.062543|-121.107721
CA|0630990|9500000US0630990|Pleasant Valley Elementary School District|KG|08|128052582|24048|49.441|0.009|34.21356|-119.006011
CA|0631020|9500000US0631020|Pleasant Valley Joint Union Elementary School District|KG|08|282901610|0|109.229|0.|35.794546|-120.545553
CA|0631050|9500000US0631050|Pleasant View Elementary School District|KG|08|46608577|0|17.996|0.|36.040366|-119.174707
CA|0631180|9500000US0631180|Plumas Lake Elementary School District|KG|08|103446690|1010820|39.941|0.39|39.020388|-121.531026
CA|0631290|9500000US0631290|Pollock Pines Elementary School District|KG|08|501961444|12984520|193.808|5.013|38.699327|-120.284055
CA|0631350|9500000US0631350|Pond Union Elementary School District|KG|08|343818908|3436070|132.749|1.327|35.739455|-119.465534
CA|0631380|9500000US0631380|Pope Valley Union Elementary School District|KG|12|246933209|3000406|95.341|1.158|38.667018|-122.407012
CA|0631470|9500000US0631470|Portola Valley Elementary School District|KG|08|50911830|158534|19.657|0.061|37.365191|-122.232724
CA|0631680|9500000US0631680|Raisin City Elementary School District|KG|08|111595251|0|43.087|0.|36.583565|-119.960967
CA|0631740|9500000US0631740|Rancho Santa Fe Elementary School District|KG|06|48223585|188500|18.619|0.073|33.042493|-117.190107
CA|0631830|9500000US0631830|Ravendale-Termo Elementary School District|KG|08|2003707480|20498672|773.636|7.915|40.847981|-120.398794
CA|0631860|9500000US0631860|Ravenswood City Elementary School District|KG|08|20682826|16218806|7.986|6.262|37.489492|-122.13346
CA|0631920|9500000US0631920|Raymond-Knowles Union Elementary School District|KG|08|497524118|11907046|192.095|4.597|37.173707|-119.903081
CA|0631980|9500000US0631980|Red Bluff Union Elementary School District|KG|08|302788727|2615940|116.907|1.01|40.148404|-122.310405
CA|0632040|9500000US0632040|Redding Elementary School District|KG|08|65579262|2491238|25.32|0.962|40.553637|-122.401535
CA|0632130|9500000US0632130|Redwood City Elementary School District|KG|08|75417407|20445403|29.119|7.894|37.485935|-122.23259
CA|0632160|9500000US0632160|Reed Union Elementary School District|KG|08|17930168|27727404|6.923|10.706|37.886768|-122.462619
CA|0632250|9500000US0632250|Reeds Creek Elementary School District|KG|08|982232328|187146|379.242|0.072|40.076807|-122.709618
CA|0632310|9500000US0632310|Rescue Union Elementary School District|KG|08|123683718|6568025|47.755|2.536|38.719437|-121.017953
CA|0632340|9500000US0632340|Kashia Elementary School District|KG|08|165532|0|0.064|0.|38.656636|-123.339
CA|0632400|9500000US0632400|Richfield Elementary School District|KG|08|60036303|1035980|23.18|0.4|39.973471|-122.157672
CA|0632430|9500000US0632430|Richgrove Elementary School District|KG|08|68561298|0|26.472|0.|35.829109|-119.140393
CA|0632520|9500000US0632520|Richmond Elementary School District|KG|08|143625749|616819|55.454|0.238|40.34787|-120.709804
CA|0632640|9500000US0632640|Rincon Valley Union Elementary School District|KG|06|158491369|530605|61.194|0.205|38.490621|-122.632315
CA|0632710|9500000US0632710|Rio Bravo-Greeley Union Elementary School District|KG|08|244794205|699775|94.516|0.27|35.381395|-119.271954
CA|0632730|9500000US0632730|Rio Dell Elementary School District|KG|08|85770106|806174|33.116|0.311|40.4412|-124.100415
CA|0632760|9500000US0632760|Rio Elementary School District|KG|08|40127957|708044|15.493|0.273|34.223248|-119.141138
CA|0633210|9500000US0633210|Roberts Ferry Union Elementary School District|KG|08|224130886|17158960|86.537|6.625|37.634745|-120.561321
CA|0633240|9500000US0633240|Robla Elementary School District|KG|06|25740831|0|9.939|0.|38.655104|-121.447305
CA|0633270|9500000US0633270|Rockford Elementary School District|KG|08|27455969|162642|10.601|0.063|36.054964|-119.11636
CA|0633390|9500000US0633390|Romoland Elementary School District|KG|08|80705215|0|31.16|0.|33.744341|-117.158144
CA|0633480|9500000US0633480|Rosedale Union Elementary School District|KG|08|63876615|106480|24.663|0.041|35.396167|-119.159933
CA|0633510|9500000US0633510|Roseland School District|KG|06|4222938|0|1.63|0.|38.426147|-122.731925
CA|0633570|9500000US0633570|Rosemead Elementary School District|KG|08|8144845|200|3.145|0.|34.079014|-118.073143
CA|0633600|9500000US0633600|Roseville City Elementary School District|KG|08|110268087|0|42.575|0.|38.783519|-121.335659
CA|0633660|9500000US0633660|Ross Elementary School District|KG|08|6478367|0|2.501|0.|37.962615|-122.568315
CA|0633690|9500000US0633690|Round Valley Joint Elementary School District|KG|08|459318046|4498848|177.344|1.737|37.396979|-118.627121
CA|0633900|9500000US0633900|Salida Union Elementary School District|KG|08|64258345|651451|24.81|0.252|37.699618|-121.123051
CA|0633930|9500000US0633930|Salinas City Elementary School District|KG|06|35482196|45591|13.7|0.018|36.679682|-121.64719
CA|0634050|9500000US0634050|San Antonio Union Elementary School District|KG|08|1206808287|16557109|465.951|6.393|35.953567|-121.22539
CA|0634080|9500000US0634080|San Ardo Union Elementary School District|KG|08|649381091|5802096|250.727|2.24|36.046453|-120.787723
CA|0634230|9500000US0634230|San Bruno Park Elementary School District|KG|08|16684986|38373656|6.442|14.816|37.626411|-122.385757
CA|0634290|9500000US0634290|San Carlos Elementary School District|KG|08|13601594|263474|5.252|0.102|37.501055|-122.266431
CA|0634770|9500000US0634770|San Lucas Union Elementary School District|KG|08|471618221|6761299|182.093|2.611|36.172975|-120.902682
CA|0634920|9500000US0634920|San Mateo-Foster City Elementary School District|KG|08|71910608|39624065|27.765|15.299|37.546315|-122.300785
CA|0635010|9500000US0635010|San Miguel Joint Union Elementary School District|KG|08|459269753|19007193|177.325|7.339|35.776446|-120.843703
CA|0635040|9500000US0635040|San Pasqual Union Elementary School District|KG|08|76018775|0|29.351|0.|33.091632|-116.983861
CA|0635090|9500000US0635090|San Rafael City Elementary School District|KG|08|44531877|37851760|17.194|14.615|37.980902|-122.481674
CA|0635220|9500000US0635220|San Ysidro Elementary School District|KG|06|74509116|199100|28.768|0.077|32.574439|-116.979055
CA|0635490|9500000US0635490|Santa Clara Elementary School District|KG|08|42656258|1057448|16.47|0.408|34.412701|-119.001004
CA|0635590|9500000US0635590|Santa Cruz City Elementary School District|KG|05|98575163|152256395|38.06|58.787|36.953717|-122.0706
CA|0635790|9500000US0635790|Santa Rita Union Elementary School District|KG|06|100924809|266709|38.967|0.103|36.75104|-121.591768
CA|0635810|9500000US0635810|Santa Rosa Elementary School District|KG|06|36846406|85775|14.226|0.033|38.454774|-122.720671
CA|0635880|9500000US0635880|Santee School District|KG|08|69070327|495588|26.668|0.191|32.857375|-116.998194
CA|0635910|9500000US0635910|Saratoga Union Elementary School District|KG|08|66180450|70015|25.552|0.027|37.251638|-122.055065
CA|0635940|9500000US0635940|Saucelito Elementary School District|KG|08|45815655|0|17.69|0.|35.978395|-119.187729
CA|0635970|9500000US0635970|Saugus Union Elementary School District|KG|06|255151813|428090|98.515|0.165|34.513282|-118.478265
CA|0636000|9500000US0636000|Sausalito Elementary School District|KG|08|32993119|22496559|12.739|8.686|37.848641|-122.515692
CA|0636030|9500000US0636030|Savanna Elementary School District|KG|06|5997128|0|2.316|0.|33.814399|-118.006652
CA|0636100|9500000US0636100|Scotia Union Elementary School District|KG|08|234309084|2469823|90.467|0.954|40.421071|-123.952109
CA|0636180|9500000US0636180|Sebastopol Union Elementary School District|KG|08|38719734|0|14.95|0.|38.408348|-122.833559
CA|0636210|9500000US0636210|Seeley Union Elementary School District|KG|08|59001833|132020|22.781|0.051|32.778145|-115.666834
CA|0636240|9500000US0636240|Seiad Elementary School District|KG|08|527522302|1061428|203.678|0.41|41.924212|-123.260809
CA|0636330|9500000US0636330|Semitropic Elementary School District|KG|08|274168922|0|105.857|0.|35.635305|-119.547284
CA|0636360|9500000US0636360|Sequoia Union Elementary School District|KG|08|92259294|3118304|35.622|1.204|36.361273|-119.051262
CA|0636420|9500000US0636420|Shaffer Union Elementary School District|KG|08|2027726413|219789402|782.91|84.861|40.447208|-120.213997
CA|0636570|9500000US0636570|Shasta Union Elementary School District|KG|08|130315605|1027091|50.315|0.397|40.646236|-122.478776
CA|0636660|9500000US0636660|Shiloh Elementary School District|KG|08|45876074|554557|17.713|0.214|37.618638|-121.134754
CA|0636810|9500000US0636810|Silver Fork Elementary School District|KG|08|392765563|5262398|151.648|2.032|38.795329|-120.263945
CA|0636960|9500000US0636960|Snelling-Merced Falls Union Elementary School District|KG|08|338102965|2110004|130.542|0.815|37.511085|-120.416708
CA|0636990|9500000US0636990|Solana Beach Elementary School District|KG|06|54737642|21541678|21.134|8.317|32.990814|-117.23532
CA|0637110|9500000US0637110|Solvang Elementary School District|KG|08|93848747|734472|36.235|0.284|34.572728|-120.063201
CA|0637140|9500000US0637140|Somis Union Elementary School District|KG|08|81491913|731595|31.464|0.282|34.29404|-118.979572
CA|0637230|9500000US0637230|Sonora Elementary School District|KG|08|67273239|65872|25.974|0.025|37.955296|-120.363282
CA|0637290|9500000US0637290|Soquel Elementary School District|KG|08|37651189|4034281|14.537|1.558|37.001389|-121.952059
CA|0637320|9500000US0637320|Soulsbyville Elementary School District|KG|08|19577649|27484|7.559|0.011|37.9902|-120.270335
CA|0637350|9500000US0637350|South Bay Union Elementary School District|KG|06|123855053|14743185|47.821|5.692|40.686505|-124.156749
CA|0637380|9500000US0637380|South Bay Union School District|KG|06|37374521|2574238|14.43|0.994|32.567339|-117.099166
CA|0637470|9500000US0637470|South Fork Union School District|KG|08|1115893213|2941156|430.849|1.136|35.617688|-118.193213
CA|0637560|9500000US0637560|South Whittier Elementary School District|KG|08|10659415|22815|4.116|0.009|33.933318|-118.045283
CA|0637650|9500000US0637650|Southside Elementary School District|KG|08|30271635|0|11.688|0.|36.775557|-121.345838
CA|0637680|9500000US0637680|Spencer Valley Elementary School District|KG|08|25527940|39165|9.856|0.015|33.108788|-116.648321
CA|0637710|9500000US0637710|Spreckels Union Elementary School District|KG|06|199474995|2997272|77.018|1.157|36.587245|-121.632292
CA|0637770|9500000US0637770|Springville Union Elementary School District|KG|08|2237584857|585983|863.936|0.226|36.172777|-118.492087
CA|0637890|9500000US0637890|Standard Elementary School District|KG|08|96416006|119089|37.226|0.046|35.471954|-118.999251
CA|0637950|9500000US0637950|Stanislaus Union Elementary School District|KG|08|43752738|258247|16.893|0.1|37.718573|-121.032309
CA|0638040|9500000US0638040|Stone Corral Elementary School District|KG|08|50052326|0|19.325|0.|36.478593|-119.196924
CA|0638130|9500000US0638130|Strathmore Union Elementary School District|KG|08|166951656|57697|64.46|0.022|36.161445|-118.986613
CA|0638220|9500000US0638220|Sulphur Springs Union Elementary School District|KG|06|197480586|255693|76.248|0.099|34.42177|-118.400135
CA|0638250|9500000US0638250|Summerville Elementary School District|KG|08|1539595996|27890673|594.441|10.769|38.040646|-119.837273
CA|0638340|9500000US0638340|Sundale Union Elementary School District|KG|08|87472633|700389|33.773|0.27|36.218006|-119.249786
CA|0638430|9500000US0638430|Sunnyside Union Elementary School District|KG|08|95407915|3184|36.837|0.001|36.144478|-119.145882
CA|0638460|9500000US0638460|Sunnyvale Elementary School District|KG|08|36051135|9341|13.919|0.004|37.389735|-122.024759
CA|0638550|9500000US0638550|Susanville Elementary School District|KG|08|1843531413|118910489|711.791|45.912|40.5364|-120.73704
CA|0638670|9500000US0638670|Sylvan Union Elementary School District|KG|08|54358929|133614|20.988|0.052|37.697954|-120.954233
CA|0638700|9500000US0638700|Taft City School District|KG|08|304148595|896580|117.432|0.346|35.16112|-119.40535
CA|0639060|9500000US0639060|Terra Bella Union Elementary School District|KG|08|189598342|50599|73.204|0.02|35.959718|-119.030795
CA|0639180|9500000US0639180|Thermalito Union School District|KG|08|110405791|5866345|42.628|2.265|39.534113|-121.615345
CA|0639210|9500000US0639210|Three Rivers Union Elementary School District|KG|08|1824216735|6070456|704.334|2.344|36.436989|-118.671533
CA|0639300|9500000US0639300|Tipton Elementary School District|KG|08|127153966|0|49.094|0.|36.047709|-119.313642
CA|0639600|9500000US0639600|Traver Joint Elementary School District|KG|08|100314246|71305|38.732|0.028|36.448159|-119.478168
CA|0639690|9500000US0639690|Tres Pinos Union Elementary School District|KG|08|431028106|193070|166.421|0.075|36.790613|-121.165004
CA|0639720|9500000US0639720|Trinidad Union Elementary School District|KG|08|188054101|124005|72.608|0.048|41.045469|-124.020816
CA|0639750|9500000US0639750|Trinity Center Elementary School District|KG|08|527861311|54977889|203.808|21.227|40.946994|-122.726604
CA|0639870|9500000US0639870|Tulare City Elementary School District|KG|08|116668493|367489|45.046|0.142|36.172706|-119.311536
CA|0640200|9500000US0640200|Twain Harte School District|KG|08|1738325239|18717372|671.171|7.227|38.239691|-119.982511
CA|0640230|9500000US0640230|Twin Hills Union Elementary School District|KG|08|50421539|0|19.468|0.|38.364521|-122.84793
CA|0640260|9500000US0640260|Two Rock Union Elementary School District|KG|06|67538067|425365|26.077|0.164|38.265436|-122.777657
CA|0640320|9500000US0640320|Union Elementary School District|KG|08|19091481|76460|7.371|0.03|37.241468|-121.919863
CA|0640380|9500000US0640380|Union Hill Elementary School District|KG|08|15461640|0|5.97|0.|39.202637|-121.022492
CA|0640650|9500000US0640650|Valle Lindo Elementary School District|KG|08|7683608|751629|2.967|0.29|34.034467|-118.060117
CA|0640680|9500000US0640680|Vallecito Union Elementary School District|KG|08|545842985|2210919|210.751|0.854|38.303628|-120.283921
CA|0640710|9500000US0640710|Vallecitos Elementary School District|KG|08|52404324|0|20.233|0.|33.404381|-117.14073
CA|0640800|9500000US0640800|Valley Home Joint Elementary School District|KG|08|262717354|7832665|101.436|3.024|37.921533|-120.85696
CA|0641040|9500000US0641040|Victor Elementary School District|KG|06|109201661|1377821|42.163|0.532|34.523077|-117.311994
CA|0641130|9500000US0641130|Vineland Elementary School District|KG|08|86614671|85681|33.442|0.033|35.201455|-118.905329
CA|0641220|9500000US0641220|Vista del Mar Union Elementary School District|KG|08|318691128|207581299|123.047|80.148|34.479619|-120.22583
CA|0641250|9500000US0641250|Walnut Creek Elementary School District|KG|08|36484846|15373|14.087|0.006|37.889154|-122.054431
CA|0641400|9500000US0641400|Wasco Union Elementary School District|KG|08|314161011|5071|121.298|0.002|35.59028|-119.380465
CA|0641460|9500000US0641460|Washington Colony Elementary School District|KG|08|18618312|0|7.189|0.|36.639202|-119.788808
CA|0641610|9500000US0641610|Washington Union Elementary School District|KG|06|107661965|73464|41.569|0.028|36.546274|-121.700951
CA|0641790|9500000US0641790|Waugh Elementary School District|KG|06|18612144|0|7.186|0.|38.288517|-122.63638
CA|0641820|9500000US0641820|Waukena Joint Union Elementary School District|KG|08|121726310|1940|46.999|0.001|36.14193|-119.4964
CA|0641880|9500000US0641880|Weaver Union Elementary School District|KG|08|195589427|243911|75.518|0.094|37.265849|-120.418567
CA|0641980|9500000US0641980|Weed Union Elementary School District|KG|08|683352056|3986750|263.844|1.539|41.546463|-122.179821
CA|0642060|9500000US0642060|West Park Elementary School District|KG|08|33565498|22647|12.96|0.009|36.688394|-119.866967
CA|0642120|9500000US0642120|Westside Union Elementary School District|KG|08|816313355|4461632|315.18|1.723|34.718813|-118.368366
CA|0642150|9500000US0642150|Westminster School District|KG|08|25859779|0|9.985|0.|33.755567|-118.007708
CA|0642180|9500000US0642180|Westmorland Union Elementary School District|KG|08|1202964074|227995312|464.467|88.029|33.017003|-115.849865
CA|0642210|9500000US0642210|Westside Elementary School District|KG|08|366001133|695948|141.314|0.269|36.378069|-120.22061
CA|0642270|9500000US0642270|West Side Union Elementary School District|KG|06|196040234|1770768|75.692|0.684|38.587085|-122.998915
CA|0642330|9500000US0642330|Wheatland Elementary School District|KG|08|296813333|2836713|114.6|1.095|39.106099|-121.36818
CA|0642420|9500000US0642420|Whitmore Union Elementary School District|KG|08|935867973|1493557|361.341|0.577|40.643315|-121.649578
CA|0642450|9500000US0642450|Whittier City Elementary School District|KG|08|37975416|518271|14.662|0.2|34.002044|-118.045842
CA|0642600|9500000US0642600|Willow Creek Elementary School District|KG|08|234480211|258242|90.533|0.1|41.824931|-122.40868
CA|0642630|9500000US0642630|Willow Grove Union Elementary School District|KG|08|353387935|338575|136.444|0.131|36.641749|-121.196005
CA|0642750|9500000US0642750|Wilmar Union Elementary School District|KG|06|30950232|0|11.95|0.|38.229038|-122.690278
CA|0642810|9500000US0642810|Wilsona Elementary School District|KG|08|262651748|167444|101.41|0.065|34.627143|-117.764183
CA|0642900|9500000US0642900|Winship Robbins Elementary School District|KG|08|321552808|3100703|124.152|1.197|38.960759|-121.746374
CA|0642960|9500000US0642960|Winton School District|KG|08|17406637|0|6.721|0.|37.404006|-120.617377
CA|0643140|9500000US0643140|Woodside Elementary School District|KG|08|29723531|0|11.476|0.|37.423294|-122.279612
CA|0643170|9500000US0643170|Woodville Elementary School District|KG|08|49342465|33015|19.051|0.013|36.091142|-119.192454
CA|0643200|9500000US0643200|Wright Elementary School District|KG|06|14183729|0|5.476|0.|38.42229|-122.763025
CA|0643380|9500000US0643380|Yreka Union Elementary School District|KG|08|415496699|1087674|160.424|0.42|41.772849|-122.694902
CT|0900030|9500000US0900030|Andover School District|PK|06|40012484|635900|15.449|0.246|41.732982|-72.374658
CT|0900090|9500000US0900090|Ashford School District|PK|08|100392972|1832456|38.762|0.708|41.897123|-72.171427
CT|0900150|9500000US0900150|Barkhamsted School District|PK|06|93896735|6671465|36.254|2.576|41.935708|-72.972921
CT|0900240|9500000US0900240|Bethany School District|PK|06|54564789|996204|21.068|0.385|41.422964|-72.994187
CT|0900390|9500000US0900390|Bozrah School District|PK|12|51708109|723331|19.965|0.279|41.545058|-72.175228
CT|0900570|9500000US0900570|Brooklyn School District|PK|12|75454825|282000|29.133|0.109|41.787243|-71.957401
CT|0900630|9500000US0900630|Canaan School District|KG|08|85242555|836406|32.912|0.323|41.962959|-73.307143
CT|0900660|9500000US0900660|Canterbury School District|PK|12|103456494|683775|39.945|0.264|41.69396|-72.009118
CT|0900720|9500000US0900720|Chaplin School District|PK|06|50222578|352486|19.391|0.136|41.79089|-72.12954
CT|0900780|9500000US0900780|Chester School District|PK|06|41573119|2010913|16.051|0.776|41.411728|-72.487146
CT|0900870|9500000US0900870|Colebrook School District|KG|06|81722366|3551365|31.553|1.371|42.005797|-73.064184
CT|0900900|9500000US0900900|Columbia School District|PK|12|55355052|1587988|21.373|0.613|41.693707|-72.305672
CT|0900930|9500000US0900930|Cornwall School District|PK|08|119297429|656783|46.061|0.254|41.84806|-73.330561
CT|0901080|9500000US0901080|Deep River School District|PK|06|35001764|1684245|13.514|0.65|41.367819|-72.477442
CT|0901380|9500000US0901380|Eastford School District|PK|12|74904508|891568|28.921|0.344|41.89559|-72.093304
CT|0901410|9500000US0901410|Easton School District|PK|08|71026085|3231994|27.423|1.248|41.264945|-73.300479
CT|0901500|9500000US0901500|Essex School District|PK|06|26948560|3757800|10.405|1.451|41.349862|-72.413383
CT|0901590|9500000US0901590|Franklin School District|PK|12|51048739|222178|19.71|0.086|41.621212|-72.142609
CT|0901890|9500000US0901890|Hampton School District|PK|06|64988483|1052941|25.092|0.407|41.78303|-72.064572
CT|0901950|9500000US0901950|Hartland School District|PK|12|85456173|3932194|32.995|1.518|42.001205|-72.954027
CT|0902010|9500000US0902010|Hebron School District|PK|06|95557618|904946|36.895|0.349|41.658584|-72.39342
CT|0902040|9500000US0902040|Kent School District|PK|08|125813161|2676631|48.577|1.033|41.729782|-73.45414
CT|0902190|9500000US0902190|Lisbon School District|PK|12|42198756|1018780|16.293|0.393|41.602766|-72.012261
CT|0902340|9500000US0902340|Mansfield School District|PK|08|115620535|2626064|44.641|1.014|41.789272|-72.228464
CT|0902370|9500000US0902370|Marlborough School District|PK|06|60479199|444481|23.351|0.172|41.636439|-72.454002
CT|0902760|9500000US0902760|New Hartford School District|PK|06|95927210|2940726|37.038|1.135|41.841053|-72.998664
CT|0902940|9500000US0902940|Norfolk School District|PK|06|117436917|2861078|45.343|1.105|41.969773|-73.178439
CT|0903000|9500000US0903000|North Canaan School District|PK|08|50176807|268569|19.373|0.104|42.020594|-73.296246
CT|0903210|9500000US0903210|Orange School District|PK|06|44498763|616353|17.181|0.238|41.284951|-73.024637
CT|0903360|9500000US0903360|Pomfret School District|PK|12|104451274|647536|40.329|0.25|41.86804|-71.97226
CT|0903420|9500000US0903420|Preston School District|PK|12|79848694|2360640|30.83|0.911|41.518652|-72.006597
CT|0903510|9500000US0903510|Redding School District|PK|08|81527150|1406606|31.478|0.543|41.305415|-73.392584
CT|0903900|9500000US0903900|Salem School District|PK|12|74924895|2172864|28.929|0.839|41.489351|-72.25838
CT|0903930|9500000US0903930|Salisbury School District|PK|08|148239632|7341280|57.236|2.834|41.986226|-73.425273
CT|0903960|9500000US0903960|Scotland School District|PK|06|48254860|131054|18.631|0.051|41.697636|-72.087289
CT|0904020|9500000US0904020|Sharon School District|PK|08|152201014|2058011|58.765|0.795|41.860763|-73.449215
CT|0904080|9500000US0904080|Sherman School District|PK|12|56757602|3967080|21.914|1.532|41.579418|-73.49769
CT|0904260|9500000US0904260|Sprague School District|PK|12|34297598|1491928|13.242|0.576|41.63557|-72.077527
CT|0904350|9500000US0904350|Sterling School District|PK|12|70499825|171521|27.22|0.066|41.7012|-71.815988
CT|0904650|9500000US0904650|Union School District|PK|12|74720104|2514328|28.85|0.971|41.999885|-72.162244
CT|0904710|9500000US0904710|Voluntown School District|PK|12|100924002|2137004|38.967|0.825|41.579192|-71.831228
CT|0905100|9500000US0905100|Willington School District|PK|08|86230085|582494|33.294|0.225|41.897267|-72.251848
CT|0905310|9500000US0905310|Woodbridge School District|PK|06|48722328|971942|18.812|0.375|41.363538|-73.003888
CT|0905370|9500000US0905370|Woodstock School District|PK|12|157165209|3070895|60.682|1.186|41.966208|-72.022786
GA|1300002|9500000US1300002|Fort Benning Schools|KG|08|681828832|4822752|263.256|1.862|32.400475|-84.802271
IL|1700009|9500000US1700009|Pinckneyville School District 50|KG|08|486449740|4517416|187.819|1.744|38.117688|-89.469857
IL|1700010|9500000US1700010|Beach Park Community Consolidated School District 3|PK|08|65870914|858300|25.433|0.331|42.461156|-87.889284
IL|1700065|9500000US1700065|Saunemin Community Consolidated School District 438|PK|08|218441405|79573|84.341|0.031|40.89878|-88.423591
IL|1700077|9500000US1700077|Marengo-Union Elementary Consolidated District 165|PK|08|172957673|78070|66.779|0.03|42.267444|-88.598367
IL|1700103|9500000US1700103|New Holland-Middletown Elementary School District 88|KG|08|187405224|76792|72.358|0.03|40.14691|-89.548718
IL|1700112|9500000US1700112|Streator Elementary School District 44|PK|08|95145498|9812|36.736|0.004|41.138257|-88.882909
IL|1700119|9500000US1700119|North Shore School District 112|PK|08|34229437|84688|13.216|0.033|42.184624|-87.810904
IL|1700222|9500000US1700222|Nippersink School District 2|KG|08|113501379|675245|43.823|0.261|42.454433|-88.285736
IL|1700330|9500000US1700330|Prairieview-Ogden Community Consolidated School District 197|KG|08|258688374|397940|99.88|0.154|40.187034|-88.028728
IL|1701381|9500000US1701381|La Harpe Community School District 347|PK|08|364093788|111268|140.577|0.043|40.571726|-90.984257
IL|1701385|9500000US1701385|Carthage Elementary School District 317|PK|08|461825122|530463|178.312|0.205|40.402435|-91.103828
IL|1701388|9500000US1701388|Dallas Elementary School District 327|PK|08|121491728|15753157|46.908|6.082|40.63392|-91.138243
IL|1701411|9500000US1701411|East Coloma-Nelson Consolidated Elementary School District 20|PK|08|42484158|3616299|16.403|1.396|41.769688|-89.619982
IL|1701419|9500000US1701419|Spring Garden Community Consolidated School District 178|KG|08|134345809|4094197|51.871|1.581|38.212541|-88.874881
IL|1701434|9500000US1701434|Dimmick Community Consolidated School District 175|PK|08|144066152|79671|55.624|0.031|41.403612|-89.135552
